article,canonical_service_catalog_item_id,duplicate_service_catalog_item_id,row_role,name,folder_path,category,source_url,base_price,is_active,is_calculable,description_length,full_description_length,rules_parse_status,reason,duplicate_kind,duplicate_group_size,group_risk
68979,a3308f21-5193-4dc8-870d-2e3e68cbbcc2,c868c5d2-0e97-4eb5-a04f-ed671d958f30,duplicate,"Крайкування кутів, радіусів мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_do_200mm/,111.96,True,True,33,547,parsed,duplicate of a3308f21-5193-4dc8-870d-2e3e68cbbcc2,identical,2,low
68980,08bb2819-f944-4154-803e-2bd2d236e9dd,08bb2819-f944-4154-803e-2bd2d236e9dd,canonical,"Крайкування кутів, радіусів мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_belym_kleem_do_200mm/,111.96,True,True,33,513,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
68980,08bb2819-f944-4154-803e-2bd2d236e9dd,46f86c74-8336-4917-b523-eea119d7a626,duplicate,"Крайкування кутів, радіусів мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_belym_kleem_do_200mm/,111.96,True,True,33,513,parsed,duplicate of 08bb2819-f944-4154-803e-2bd2d236e9dd,identical,2,low
68981,09f29d6e-6abb-43c6-b101-73bc1b9e3ae8,09f29d6e-6abb-43c6-b101-73bc1b9e3ae8,canonical,"Крайкування кутів, радіусів мінім. (до 200 мм) (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,138.96,True,True,33,513,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
68981,09f29d6e-6abb-43c6-b101-73bc1b9e3ae8,2df334cf-c431-45ac-b735-41d0c47ea9f4,duplicate,"Крайкування кутів, радіусів мінім. (до 200 мм) (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,138.96,True,True,33,513,parsed,duplicate of 09f29d6e-6abb-43c6-b101-73bc1b9e3ae8,identical,2,low
68982,3eb45f62-8d23-4840-8a7b-3cfc6ef75cac,3eb45f62-8d23-4840-8a7b-3cfc6ef75cac,canonical,"Крайкування кутів, радіусів мінім. білим клеєм (до 200 мм) (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_belym_kleem_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,138.96,True,True,33,513,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
68982,3eb45f62-8d23-4840-8a7b-3cfc6ef75cac,b13e969f-8383-44cb-a56f-ef61b7f257e5,duplicate,"Крайкування кутів, радіусів мінім. білим клеєм (до 200 мм) (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_minim_belym_kleem_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,138.96,True,True,33,513,parsed,duplicate of 3eb45f62-8d23-4840-8a7b-3cfc6ef75cac,identical,2,low
68983,3f149c5d-174a-42cd-8671-f9332f670317,3f149c5d-174a-42cd-8671-f9332f670317,canonical,"Крайкування кутів, радіусів стяжок мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_do_200mm/,145.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
68983,3f149c5d-174a-42cd-8671-f9332f670317,f59ddf5c-5d00-4ec6-a1a9-7678cde2012e,duplicate,"Крайкування кутів, радіусів стяжок мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_do_200mm/,145.98,True,True,33,0,no_full_description,duplicate of 3f149c5d-174a-42cd-8671-f9332f670317,identical,2,low
68984,b4530033-2ab5-4778-97a1-b789d6ff56d1,b4530033-2ab5-4778-97a1-b789d6ff56d1,canonical,"Крайкування кутів, радіусів стяжок мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_belym_kleem_do_200mm/,145.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
68984,b4530033-2ab5-4778-97a1-b789d6ff56d1,bf1048cc-2ebb-449f-bd14-794e47411cd7,duplicate,"Крайкування кутів, радіусів стяжок мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_belym_kleem_do_200mm/,145.98,True,True,33,0,no_full_description,duplicate of b4530033-2ab5-4778-97a1-b789d6ff56d1,identical,2,low
68985,7f233aa3-061a-4934-8884-a63a8157c983,7f233aa3-061a-4934-8884-a63a8157c983,canonical,"Крайкування кутів, радіусів, стяжок мінім. (до 200 мм) (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,151.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
68985,7f233aa3-061a-4934-8884-a63a8157c983,c11917d6-4f39-457f-b11c-d7331de45625,duplicate,"Крайкування кутів, радіусів, стяжок мінім. (до 200 мм) (плит вис. глянцю та глиб. текстури)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,151.98,True,True,33,0,no_full_description,duplicate of 7f233aa3-061a-4934-8884-a63a8157c983,identical,2,low
68986,0b0d0c17-7cdd-4930-97dc-a5e64d788f69,0b0d0c17-7cdd-4930-97dc-a5e64d788f69,canonical,"Крайкування кутів, радіусів, стяжок мінім. білим клеєм (до 200 мм) (плит вис. глянцю та глиб. тексту",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_belym_kleem_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,174.0,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
68986,0b0d0c17-7cdd-4930-97dc-a5e64d788f69,23c32048-07fc-437a-bd66-d833374584b6,duplicate,"Крайкування кутів, радіусів, стяжок мінім. білим клеєм (до 200 мм) (плит вис. глянцю та глиб. тексту",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_styazhek_minim_belym_kleem_do_200mm_plit_vys_glyantsa_i_glub_tekst_/,174.0,True,True,33,0,no_full_description,duplicate of 0b0d0c17-7cdd-4930-97dc-a5e64d788f69,identical,2,low
68987,5b7245bb-00c5-4d13-a88d-0d246f114b8d,5b7245bb-00c5-4d13-a88d-0d246f114b8d,canonical,"Крайкування кутів, радіусів стільниць мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_minim_do_200mm/,211.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
68987,5b7245bb-00c5-4d13-a88d-0d246f114b8d,ad4d6292-94c9-4cee-a84e-e32f8b54501f,duplicate,"Крайкування кутів, радіусів стільниць мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_minim_do_200mm/,211.98,True,True,33,0,no_full_description,duplicate of 5b7245bb-00c5-4d13-a88d-0d246f114b8d,identical,2,low
68988,2b06c1a6-b01a-4378-96be-6a5649580aa5,2b06c1a6-b01a-4378-96be-6a5649580aa5,canonical,"Крайкування кутів, радіусів стільниць мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_minim_belym_kleem_do_200mm/,211.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
68988,2b06c1a6-b01a-4378-96be-6a5649580aa5,9670e9c2-421d-4cc6-b0c5-943c3e9ff948,duplicate,"Крайкування кутів, радіусів стільниць мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_minim_belym_kleem_do_200mm/,211.98,True,True,33,0,no_full_description,duplicate of 2b06c1a6-b01a-4378-96be-6a5649580aa5,identical,2,low
68989,8a03ce7f-7a30-45fc-8804-a04e4d56dd86,8a03ce7f-7a30-45fc-8804-a04e4d56dd86,canonical,"Крайкування кутів, радіусів пластиком мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_do_200mm/,424.98,True,True,33,480,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
68989,8a03ce7f-7a30-45fc-8804-a04e4d56dd86,f5b6b994-59e0-405d-9c2e-416a3f85bf07,duplicate,"Крайкування кутів, радіусів пластиком мінім. (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_do_200mm/,424.98,True,True,33,480,parsed,duplicate of 8a03ce7f-7a30-45fc-8804-a04e4d56dd86,identical,2,low
68990,8e45b770-91de-44c4-850d-4ef0ed308789,8e45b770-91de-44c4-850d-4ef0ed308789,canonical,"Крайкування кутів, радіусів пластиком мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_belym_kleem_do_200mm/,424.98,True,True,33,480,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
68990,8e45b770-91de-44c4-850d-4ef0ed308789,f0d9cac3-68d7-4cc8-b38e-f7175ac39e3c,duplicate,"Крайкування кутів, радіусів пластиком мінім. білим клеєм (до 200мм)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_minim_belym_kleem_do_200mm/,424.98,True,True,33,480,parsed,duplicate of 8e45b770-91de-44c4-850d-4ef0ed308789,identical,2,low
84482,b8f97b8a-9f72-4686-85ef-b6d81d05b89f,b8f97b8a-9f72-4686-85ef-b6d81d05b89f,canonical,"Крайкування кутів, радіусів пластиком",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_plastikom_ugol_rad_bez_stoimosti_materiala/,424.98,True,True,33,480,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
84482,b8f97b8a-9f72-4686-85ef-b6d81d05b89f,bf03857e-eb7d-4f6d-9e02-1bdc43baedb9,duplicate,"Крайкування кутів, радіусів пластиком",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_plastikom_ugol_rad_bez_stoimosti_materiala/,424.98,True,True,33,480,parsed,duplicate of b8f97b8a-9f72-4686-85ef-b6d81d05b89f,identical,2,low
86207,19c0328c-1ed3-4354-9139-c452a17dcf3b,19c0328c-1ed3-4354-9139-c452a17dcf3b,canonical,Торцеве фрезерування складне,viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnaya_tortsevaya_frezerovka/,325.98,True,True,236,140,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
86207,19c0328c-1ed3-4354-9139-c452a17dcf3b,9d8763eb-394b-47df-b845-9e4ed0c3da61,duplicate,Торцеве фрезерування складне,viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnaya_tortsevaya_frezerovka/,325.98,True,True,236,140,parsed,duplicate of 19c0328c-1ed3-4354-9139-c452a17dcf3b,identical,2,low
98031,1fe88f19-cd44-4b07-a62b-ac81e749a7d2,1fe88f19-cd44-4b07-a62b-ac81e749a7d2,canonical,Складний фрезерний різ мінімальний (довжина до 450мм) (товщина від 28мм),viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnyy-frezernyy-rez-minimalnyy-dlina-do-450mm-tolshchina-ot-28mm/,102.96,True,True,236,210,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
98031,1fe88f19-cd44-4b07-a62b-ac81e749a7d2,2de2e14f-68c2-4bb2-b988-73ebda860313,duplicate,Складний фрезерний різ мінімальний (довжина до 450мм) (товщина від 28мм),viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnyy-frezernyy-rez-minimalnyy-dlina-do-450mm-tolshchina-ot-28mm/,102.96,True,True,236,210,parsed,duplicate of 1fe88f19-cd44-4b07-a62b-ac81e749a7d2,identical,2,low
120504,0f74acc4-9d48-4b04-94a0-d3d06acf18c8,0f74acc4-9d48-4b04-94a0-d3d06acf18c8,canonical,Складний фрезерний різ в РС,viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnyy-frezernyy-rez-v-rs/,60.0,True,True,236,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
120504,0f74acc4-9d48-4b04-94a0-d3d06acf18c8,6b7f4657-89c4-49d6-ba70-bf72a43658c5,duplicate,Складний фрезерний різ в РС,viyar-services/frezerovka,milling,https://viyar.ua/ua/catalog/slozhnyy-frezernyy-rez-v-rs/,60.0,True,True,236,0,no_full_description,duplicate of 0f74acc4-9d48-4b04-94a0-d3d06acf18c8,identical,2,low
122424,9233be34-8e9e-4e2c-9d9e-9398cfb33763,9233be34-8e9e-4e2c-9d9e-9398cfb33763,canonical,"Крайкування ручне вирізів, вікон ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur/,345.96,True,True,33,438,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122424,9233be34-8e9e-4e2c-9d9e-9398cfb33763,c9f9ea12-2626-4ea7-a5fd-e8816f2d2f5d,duplicate,"Крайкування ручне вирізів, вікон ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur/,345.96,True,True,33,438,parsed,duplicate of 9233be34-8e9e-4e2c-9d9e-9398cfb33763,identical,2,low
122425,2111ba1c-aa88-43f5-89a9-92de965396cd,2111ba1c-aa88-43f5-89a9-92de965396cd,canonical,"Крайкування ручне вирізів, вікон ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur_plit_vg_i_gt/,405.96,True,True,33,354,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122425,2111ba1c-aa88-43f5-89a9-92de965396cd,aa692b94-d5ba-43ff-bc87-a6ecb9b6db2e,duplicate,"Крайкування ручне вирізів, вікон ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur_plit_vg_i_gt/,405.96,True,True,33,354,parsed,duplicate of 2111ba1c-aa88-43f5-89a9-92de965396cd,identical,2,low
122426,1f247fa1-f47b-47ee-a828-b8048ff3ac14,1f247fa1-f47b-47ee-a828-b8048ff3ac14,canonical,"Крайкування ручне вирізів, вікон ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur_belym/,345.96,True,True,33,382,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122426,1f247fa1-f47b-47ee-a828-b8048ff3ac14,37db0d82-4235-486a-befa-899ed948dad7,duplicate,"Крайкування ручне вирізів, вікон ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur_belym/,345.96,True,True,33,382,parsed,duplicate of 1f247fa1-f47b-47ee-a828-b8048ff3ac14,identical,2,low
122427,8a2ac5f9-17d5-4bd9-a7cc-0923f75c3d31,8a2ac5f9-17d5-4bd9-a7cc-0923f75c3d31,canonical,"Крайкування ручне вирізів, вікон ПУР білим клеєм (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur_belym_plit_vg_i_gt/,405.96,True,True,33,355,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122427,8a2ac5f9-17d5-4bd9-a7cc-0923f75c3d31,ec80f882-d7af-4a91-b8bb-fbf985d7288e,duplicate,"Крайкування ручне вирізів, вікон ПУР білим клеєм (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_pur_belym_plit_vg_i_gt/,405.96,True,True,33,355,parsed,duplicate of 8a2ac5f9-17d5-4bd9-a7cc-0923f75c3d31,identical,2,low
122428,771816c6-cac0-4225-846c-8c68f6c064d9,771816c6-cac0-4225-846c-8c68f6c064d9,canonical,"Крайкування ручне вирізів, вікон стяжок ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur/,516.0,True,True,33,684,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122428,771816c6-cac0-4225-846c-8c68f6c064d9,78e51cf4-3826-417c-a095-285c139864fb,duplicate,"Крайкування ручне вирізів, вікон стяжок ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur/,516.0,True,True,33,684,parsed,duplicate of 771816c6-cac0-4225-846c-8c68f6c064d9,identical,2,low
122429,09bfb9f4-ea77-4c71-a600-2f83c85067a7,09bfb9f4-ea77-4c71-a600-2f83c85067a7,canonical,"Крайкування ручне вирізів, вікон стяжок ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_plit_vg_i_gt/,636.0,True,True,33,674,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122429,09bfb9f4-ea77-4c71-a600-2f83c85067a7,ec3b4588-4510-4e68-847a-3358a6957b85,duplicate,"Крайкування ручне вирізів, вікон стяжок ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_plit_vg_i_gt/,636.0,True,True,33,674,parsed,duplicate of 09bfb9f4-ea77-4c71-a600-2f83c85067a7,identical,2,low
122430,09aa0ad4-2f3d-44a0-90f0-00c5c348cf1f,09aa0ad4-2f3d-44a0-90f0-00c5c348cf1f,canonical,"Крайкування ручне вирізів, вікон стяжок ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_belym/,516.0,True,True,33,674,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,3,low
122430,09aa0ad4-2f3d-44a0-90f0-00c5c348cf1f,11970c2a-ebf6-45d6-a30a-55f45da32a80,duplicate,"Крайкування ручне вирізів, вікон стяжок ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_belym/,516.0,True,True,33,674,parsed,duplicate of 09aa0ad4-2f3d-44a0-90f0-00c5c348cf1f,identical,3,low
122430,09aa0ad4-2f3d-44a0-90f0-00c5c348cf1f,eb264a2a-2c70-43a4-bfe1-f799307b810b,duplicate,"Крайкування ручне вирізів, вікон стяжок ПУР білим клеєм",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_belym/,516.0,True,True,33,674,parsed,duplicate of 09aa0ad4-2f3d-44a0-90f0-00c5c348cf1f,identical,3,low
122431,01466416-01c9-4931-b039-78b1f2db498d,01466416-01c9-4931-b039-78b1f2db498d,canonical,"Крайкування ручне вирізів, вікон стяжок ПУР білим клеєм(плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_belym_plit_vg_i_gt/,636.0,True,True,33,674,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122431,01466416-01c9-4931-b039-78b1f2db498d,adcc9ecd-1048-4062-b0f5-f0fd38dec049,duplicate,"Крайкування ручне вирізів, вікон стяжок ПУР білим клеєм(плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_ruchnoe_vyrezov_okon_styazhek_pur_belym_plit_vg_i_gt/,636.0,True,True,33,674,parsed,duplicate of 01466416-01c9-4931-b039-78b1f2db498d,identical,2,low
122432,54225947-f4ba-400e-ba62-71e30b02e250,54225947-f4ba-400e-ba62-71e30b02e250,canonical,"Крайкування кутів, радіусів ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur/,151.98,True,True,33,480,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122432,54225947-f4ba-400e-ba62-71e30b02e250,9712cf20-ed9f-4c39-944e-5ebcba63cc4c,duplicate,"Крайкування кутів, радіусів ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur/,151.98,True,True,33,480,parsed,duplicate of 54225947-f4ba-400e-ba62-71e30b02e250,identical,2,low
122433,4b72f9a1-2834-4992-b457-ccc55556038c,4b72f9a1-2834-4992-b457-ccc55556038c,canonical,"Крайкування кутів, радіусів ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur_plit_vg_i_gt/,192.0,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122433,4b72f9a1-2834-4992-b457-ccc55556038c,f6e0f704-0f01-4dfa-b4c3-d4a7c25702e6,duplicate,"Крайкування кутів, радіусів ПУР (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur_plit_vg_i_gt/,192.0,True,True,33,0,no_full_description,duplicate of 4b72f9a1-2834-4992-b457-ccc55556038c,identical,2,low
122434,0250061c-370c-46fb-b79d-871bce035544,0250061c-370c-46fb-b79d-871bce035544,canonical,"Крайкування кутів, радіусів ПУР білим",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur_belym/,151.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122434,0250061c-370c-46fb-b79d-871bce035544,898d2d09-1504-4d19-91e9-87b6d0d00996,duplicate,"Крайкування кутів, радіусів ПУР білим",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur_belym/,151.98,True,True,33,0,no_full_description,duplicate of 0250061c-370c-46fb-b79d-871bce035544,identical,2,low
122435,a51559ff-2666-497d-a3c9-b12a0df9db55,a51559ff-2666-497d-a3c9-b12a0df9db55,canonical,"Крайкування кутів, радіусів ПУР білим (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur_belym_plit_vg_i_gt/,192.0,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122435,a51559ff-2666-497d-a3c9-b12a0df9db55,ffd5647a-6170-4da9-b17a-ef18bcf786eb,duplicate,"Крайкування кутів, радіусів ПУР білим (плит ВГ і ГТ)",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_pur_belym_plit_vg_i_gt/,192.0,True,True,33,0,no_full_description,duplicate of a51559ff-2666-497d-a3c9-b12a0df9db55,identical,2,low
122436,72e4d729-eb87-4aac-9581-8ba2b49ab4a4,72e4d729-eb87-4aac-9581-8ba2b49ab4a4,canonical,"Крайкування кутів, радіусів пластиком ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_pur/,573.0,True,True,33,480,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122436,72e4d729-eb87-4aac-9581-8ba2b49ab4a4,b20fa018-97c5-4ac9-85a3-4b84102a12f1,duplicate,"Крайкування кутів, радіусів пластиком ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_pur/,573.0,True,True,33,480,parsed,duplicate of 72e4d729-eb87-4aac-9581-8ba2b49ab4a4,identical,2,low
122437,ac305b38-1f7b-40ae-86c0-f0bb97c0ddcd,ac305b38-1f7b-40ae-86c0-f0bb97c0ddcd,canonical,"Крайкування кутів, радіусів пластиком ПУР білим",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_pur_belym/,573.0,True,True,33,480,parsed,active; has full_description; rules_parse_status=parsed; smallest id among highest-ranked rows,identical,2,low
122437,ac305b38-1f7b-40ae-86c0-f0bb97c0ddcd,b850a854-2280-4684-b219-37690b1c4b3d,duplicate,"Крайкування кутів, радіусів пластиком ПУР білим",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_plastikom_pur_belym/,573.0,True,True,33,480,parsed,duplicate of ac305b38-1f7b-40ae-86c0-f0bb97c0ddcd,identical,2,low
122438,099f7ce2-722f-48c2-ab66-83580fb2823b,099f7ce2-722f-48c2-ab66-83580fb2823b,canonical,"Крайкування кутів, радіусів стільниць ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_pur/,286.98,True,True,33,0,no_full_description,active; smallest id among highest-ranked rows,identical,2,low
122438,099f7ce2-722f-48c2-ab66-83580fb2823b,988ab35c-89f8-4f99-be93-c48dad2cafc9,duplicate,"Крайкування кутів, радіусів стільниць ПУР",viyar-services/pokleyka_krivolineynaya,edgebanding,https://viyar.ua/ua/catalog/kromkovanie_uglov_radiusov_stoleshnits_pur/,286.98,True,True,33,0,no_full_description,duplicate of 099f7ce2-722f-48c2-ab66-83580fb2823b,identical,2,low
